ID_PROVA_BRASIL,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q018,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,CONDICAO
2015,2,27044327,3,1,604412,2,9,17848611,3,5,CCADBCDDCBDCC,CABACDCCCCDDA,1,270915231,1.051.282.051.300.000,275.381.267.000.000.000,17.761.659.000.000.000,A,B,E,B,B,B,B,B,A,A,B,B,A,D,C,A,A,A,A,B,B,B,A,A,C,A,A,A,A,B,B,B,C,B,C,A,B,C,A,A,A,A,A,B,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044297,3,1,604398,2,9,17848158,1,3,BCCACDDCCACDC,DCDDBCDDDBBCA,1,270915231,0.972972973000000,319.438.603.000.000.000,21.528.558.000.000.000,B,A,L,C,B,A,A,B,A,A,B,A,A,D,D,A,B,B,A,B,A,B,A,A,C,A,A,B,B,B,A,C,B,B,B,B,B,C,A,A,A,A,A,A,A,B,A,B,C,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847689.712174,5,6,BBAACACACCACB,BDCAACBBCADDA,1,270915232,1.031.250.000.000.000,248.943.670.000.000.000,21.065.884.000.000.000,A,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,A,A,A,G,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,E,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848717.99689,3.578847,4.821637,BADDBADDBBDBB,AADAABDDAAAAA,1,270915232,1.166.666.666.700.000,261.866.314.000.000.000,19.033.820.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,B,B,B,A,A,B,B,B,B,B,A,B,C,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044319,3,1,604406,2,9,17848384,4,6,CDDCABDDBACBA,BCCADBBBCCADA,1,270915231,1.040.000.000.000.000,196.979.445.000.000.000,24.528.392.000.000.000,A,B,I,D,B,A,B,B,B,A,B,A,A,C,E,A,A,B,B,G,A,B,A,A,C,B,A,C,A,A,B,C,C,B,B,A,B,C,B,A,A,A,B,A,A,B,B,B,C,'ABAIXO DA MEDIA'
2015,2,27044297,3,1,604392,1,9,17847957,5,7,CACACDCACBDDA,CBDCABDDABABD,1,270915231,1.030.303.030.300.000,331.276.734.000.000.000,23.094.642.000.000.000,B,A,I,B,B,B,B,B,B,A,B,B,A,D,D,A,A,A,A,B,B,B,B,A,B,A,A,B,A,A,B,C,B,A,C,B,B,A,A,A,A,A,A,A,A,B,A,B,C,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847695.619697,2.058452,4.224857,CABACDCACCCCA,BDCBBCBBBAACA,1,270915232,1.031.250.000.000.000,291.958.970.000.000.000,18.841.104.000.000.000,A,B,G,B,B,A,B,B,A,A,A,A,A,C,D,A,A,A,B,G,A,A,B,A,C,B,B,A,A,A,B,C,C,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044289,3,1,604390,1,9,17847886,6,7,BCCBBCBBBCBDA,CBDCABDDABABA,1,270915231,1.125.000.000.000.000,355.187.144.000.000.000,25.342.561.000.000.000,A,B,J,E,C,A,B,B,B,A,A,A,A,D,E,B,B,B,B,F,A,A,A,A,C,B,B,B,C,B,B,C,C,C,A,E,B,C,A,A,A,A,A,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044297,3,1,604399,2,9,17848172,4,5,BCBDDDDDBABAD,CCBBABBBDBDCA,1,270915231,1.562.500.000.000.000,183.195.361.000.000.000,23.047.096.000.000.000,B,B,G,E,B,B,A,B,A,A,A,A,A,C,F,A,B,B,B,G,B,B,B,A,C,C,C,C,C,C,C,C,C,A,A,C,B,A,A,B,A,B,D,C,B,A,A,D,D,'ABAIXO DA MEDIA'
2015,2,27044289,3,1,604390,1,9,17847859,6,1,BBBBBCCBBBADA,BCCCADDCBCBDB,1,270915231,1.125.000.000.000.000,240.889.076.000.000.000,20.248.904.000.000.000,A,B,C,C,B,B,B,B,B,A,B,A,A,D,C,A,A,A,B,F,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847694.449722,3.365342,2.622963,BDABBCBBBBCBA,BCBACDBCCCCDC,1,270915232,1.031.250.000.000.000,272.904.545.000.000.000,18.177.449.000.000.000,B,B,H,C,B,B,B,B,B,A,A,A,A,D,E,A,A,A,A,G,A,A,A,A,C,B,B,B,B,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847680.049296,4.343646,6,BBAACACACCACB,BDCAACBBCADDA,1,270915232,1.031.250.000.000.000,248.943.670.000.000.000,21.065.884.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,E,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604394,1,9,17847994,7,1,CBACCBDBABAAA,BCBACDACCACDC,1,270915231,1.032.258.064.500.000,283.737.994.000.000.000,18.893.883.000.000.000,B,A,C,C,B,B,B,C,B,A,B,A,B,D,D,A,A,A,A,E,A,A,A,A,B,B,A,B,B,A,B,C,C,C,D,C,B,B,B,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847688.6283,6.927255,1.070505,BADDAADDBBDDB,BCCBBCBBBCADA,1,270915232,1.031.250.000.000.000,321.464.331.000.000.000,22.924.128.000.000.000,B,B,B,C,B,B,B,B,B,A,A,A,A,D,D,A,A,A,A,G,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27049272,3,1,604577,2,9,17853488,3,6,DADDBCDDDBCBA,CDCDACBBBCADA,1,270915231,1.125.000.000.000.000,293.206.615.000.000.000,18.202.627.000.000.000,A,A,H,C,B,C,B,C,C,B,C,B,C,E,F,B,A,A,A,G,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,A,B,B,A,A,A,A,B,B,A,B,B,B,C,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848719,5,1,AABACCBDBCDAA,BCBACDBCCDCDD,1,270915232,1.166.666.666.700.000,240.972.157.000.000.000,20.381.569.000.000.000,A,B,B,B,A,A,B,B,A,A,B,B,A,D,C,A,A,A,A,C,A,B,A,A,C,B,B,C,A,A,B,C,B,A,E,E,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604392,1,9,17847932,4,5,BBCDAADDBBDAB,BABBADCACBDAA,1,270915231,1.030.303.030.300.000,247.787.812.000.000.000,20.486.522.000.000.000,B,B,A,B,B,B,B,B,B,A,B,A,B,D,D,A,A,A,A,C,A,A,A,A,C,A,B,B,B,A,B,C,B,B,D,C,B,B,A,A,A,A,A,A,A,B,B,B,A,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848711.412811,5.428649,1.116589,ADABACBBBBADA,BBAADCCADCADA,1,270915232,1.166.666.666.700.000,287.039.959.000.000.000,19.880.550.000.000.000,A,B,A,B,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,A,B,B,A,A,C,B,B,B,B,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044289,3,1,604390,1,9,17847891,4,7,BACDAACDBBDDB,CBDCABDDAAABB,1,270915231,1.125.000.000.000.000,326.776.874.000.000.000,25.499.247.000.000.000,B,B,J,D,B,A,B,C,B,B,B,B,C,D,E,B,A,A,B,C,A,A,C,A,C,B,B,C,C,A,C,B,B,B,D,B,B,B,C,A,A,A,B,B,B,C,A,C,C,'ABAIXO DA MEDIA'
2015,2,27044319,3,1,604406,2,9,17848375,3,4,DADCDCDCCCBCD,BABCADDAAAADB,1,270915231,1.040.000.000.000.000,186.228.141.000.000.000,25.819.835.000.000.000,A,C,C,D,B,A,C,B,B,A,B,A,B,D,D,A,A,A,B,G,A,B,B,A,C,B,B,C,B,B,C,C,B,B,D,A,B,A,A,C,A,A,B,A,A,B,A,C,A,'ABAIXO DA MEDIA'
2015,2,27049272,3,1,604577,2,9,17853491,3,6,CDCDCADDDBCCA,ACCDCABBBBBDB,1,270915231,1.125.000.000.000.000,238.714.265.000.000.000,23.183.067.000.000.000,B,B,C,C,B,B,B,B,A,A,A,A,A,C,F,A,B,B,A,A,B,B,A,A,C,B,B,B,B,B,C,C,C,B,C,A,B,B,A,A,A,A,B,B,A,B,B,C,A,'ABAIXO DA MEDIA'
2015,2,27044327,3,1,604412,2,9,17848592,5,6,BBBACABDABBCB,DADADDBABBCDD,1,270915231,1.051.282.051.300.000,176.450.667.000.000.000,25.567.783.000.000.000,B,A,J,C,B,B,A,B,B,A,A,A,A,C,F,A,B,B,A,G,A,A,B,A,B,A,C,B,A,B,B,C,A,A,B,D,B,A,A,B,A,A,A,A,B,C,B,C,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847690.146468,5,6.379104,CBDCABDBBBADB,BCBACDDBBACAB,1,270915232,1.031.250.000.000.000,258.546.829.000.000.000,19.654.833.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,B,A,B,B,A,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604397,2,9,17848121,3,4,CAADACDDACADA,CDBDACBCBBCDB,1,270915231,1.032.258.064.500.000,224.934.589.000.000.000,24.573.017.000.000.000,A,D,E,C,C,A,C,B,B,A,B,B,B,D,C,A,A,A,B,G,A,A,B,A,C,B,B,B,A,B,B,C,C,B,D,A,B,A,A,A,A,A,A,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848725.212825,2.230152,6.330715,BBADDDCDDABDA,CABAABCCCACDB,1,270915232,1.166.666.666.700.000,263.988.621.000.000.000,20.608.829.000.000.000,A,B,B,B,B,B,B,B,A,A,A,A,A,C,E,A,A,A,A,B,B,B,A,A,C,A,B,B,A,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2015,2,27044327,3,1,604412,2,9,17848607,7,3,BBCABBDDABACC,DCADBBDDDBACD,1,270915231,1.051.282.051.300.000,261.678.336.000.000.000,18.595.222.000.000.000,A,F,A,C,B,A,B,B,A,B,B,A,B,D,F,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27044297,3,1,604393,1,9,17847988,5,1,CADACDBACCABA,BCBBCDDCCAAAD,1,270915231,1.071.428.571.400.000,282.755.294.000.000.000,19.066.711.000.000.000,B,B,I,C,B,A,B,B,B,A,A,A,A,D,C,A,A,A,A,B,A,A,A,A,C,B,B,A,C,C,B,C,C,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848706.181108,2.250841,3.032224,BBBACDCCCACDC,DAADBCDDDBABA,1,270915232,1.166.666.666.700.000,314.456.841.000.000.000,20.706.840.000.000.000,A,B,K,C,B,B,B,B,A,A,A,A,A,C,D,A,A,A,A,B,B,B,A,A,C,A,B,B,B,C,C,C,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044360,3,2,604415,3,9,17848700,4,7,BDCDAADDBDDCA,AADACDDDBACAB,1,270915232,1.263.157.894.700.000,218.948.089.000.000.000,18.900.605.000.000.000,B,B,L,E,C,B,A,D,B,B,B,A,A,D,C,A,A,B,B,G,B,B,A,A,B,B,B,B,B,B,B,C,C,B,D,D,B,D,A,B,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044289,3,1,604389,2,9,17847827,7,3,DCDCABDDABABA,DCBDBCDDABACD,1,270915231,1.280.000.000.000.000,290.231.187.000.000.000,16.411.982.000.000.000,A,B,K,C,C,B,B,B,A,A,A,A,B,C,B,B,B,B,B,C,A,A,C,A,C,C,B,C,C,C,C,C,C,B,D,E,B,A,B,A,A,B,B,A,A,A,A,B,C,'ABAIXO DA MEDIA'
2015,2,27044297,3,1,604397,2,9,17848101,5,7,CACACDCACBAAA,CBDCABDDABABA,1,270915231,1.032.258.064.500.000,322.663.989.000.000.000,21.528.944.000.000.000,A,A,J,D,B,B,B,B,B,A,B,B,B,D,D,A,A,A,A,G,A,A,B,A,C,B,B,B,B,A,B,C,C,C,D,A,B,B,A,A,A,A,A,B,A,A,A,B,C,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848718.398263,3.006233,5.582397,BBADDDCDDABDA,CABAABCCCACDB,1,270915232,1.166.666.666.700.000,263.988.621.000.000.000,20.608.829.000.000.000,A,B,B,B,B,B,B,B,A,A,A,A,A,C,E,A,A,A,A,B,B,B,A,A,C,A,B,B,A,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2015,2,27044289,3,1,604390,1,9,17847869,3,6,DAADBCDDDBACA,BBBBBCBBBABDA,1,270915231,1.125.000.000.000.000,307.507.419.000.000.000,18.781.768.000.000.000,A,B,L,D,B,C,B,C,A,A,A,A,A,E,D,B,A,B,C,G,A,B,A,A,C,A,A,B,A,B,A,C,C,C,D,E,B,C,A,A,A,A,B,B,A,A,A,A,C,'ABAIXO DA MEDIA'
2015,2,27044297,3,1,604394,1,9,17848001,5,6,CAAADACABBDCA,BACCDCBBBCACA,1,270915231,1.032.258.064.500.000,242.386.513.000.000.000,19.800.279.000.000.000,B,B,D,C,B,B,A,B,A,A,A,A,A,C,D,A,B,B,B,A,B,B,A,A,C,A,B,C,A,A,B,C,C,B,C,B,B,B,A,B,A,A,A,A,A,A,A,A,C,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847682.550185,5.216082,1.224737,BADDAADDBBDDB,BCCBBCBBBCADA,1,270915232,1.031.250.000.000.000,321.464.331.000.000.000,22.924.128.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,A,A,A,D,A,A,A,A,B,B,B,B,B,A,B,B,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044289,3,1,604390,1,9,17847874,7,3,CADBBDDBBBDBC,DCCCDCADABCCD,1,270915231,1.125.000.000.000.000,209.798.789.000.000.000,20.452.640.000.000.000,B,A,F,C,D,A,B,B,A,A,B,A,B,D,F,A,A,A,A,E,A,A,A,A,B,B,A,B,B,A,A,B,B,A,D,B,B,A,A,A,A,A,B,A,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27044327,3,1,604412,2,9,17848613,5,7,CADACDCACCBDA,CBBDABDDABABA,1,270915231,1.051.282.051.300.000,316.710.049.000.000.000,20.575.057.000.000.000,B,B,D,B,B,B,B,B,B,A,B,A,A,D,F,A,A,A,B,G,A,B,A,A,B,B,A,C,B,B,C,B,B,A,B,B,B,B,A,A,A,A,D,D,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044289,3,1,604386,1,9,17847735,7,1,CBABACDDABCBA,BCABCDACCDCDC,1,270915231,1.088.235.294.100.000,256.741.530.000.000.000,15.829.811.000.000.000,A,B,L,C,B,B,B,B,A,A,B,A,B,C,B,A,A,A,B,F,A,A,A,A,C,C,B,B,B,A,B,B,C,C,C,A,B,B,C,A,A,A,B,B,B,B,B,C,C,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847701.503017,5.620119,6.083116,BADDAACDBBDDB,CBAACDCACCADD,1,270915232,1.031.250.000.000.000,328.548.401.000.000.000,22.668.660.000.000.000,B,B,H,D,B,A,B,B,B,A,A,A,A,C,D,A,A,A,A,G,A,A,B,A,C,B,A,A,A,A,B,C,C,B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847697.090271,3.126711,5,CAAACDCACCDAA,ABDDAADDABADA,1,270915232,1.031.250.000.000.000,284.782.509.000.000.000,17.303.448.000.000.000,B,B,K,C,B,B,B,B,B,A,A,A,A,D,D,A,A,A,A,G,A,A,A,A,C,B,A,B,A,A,B,C,C,A,A,A,B,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847683.312935,5.565467,5.516027,BBAACACACCACB,BDCAACBBCADDA,1,270915232,1.031.250.000.000.000,248.943.670.000.000.000,21.065.884.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,E,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847693.84214,4,5,CBDCABDBBBADB,BCBACDDBBACAB,1,270915232,1.031.250.000.000.000,258.546.829.000.000.000,19.654.833.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,B,A,B,B,A,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847679.478019,4.416646,6,BBAACACACCACB,BDCAACBBCADDA,1,270915232,1.031.250.000.000.000,248.943.670.000.000.000,21.065.884.000.000.000,A,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,A,A,A,G,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,E,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044289,3,1,604389,2,9,17847843,4,6,BBDDAACDBBADB,ADBBBCBBDCADA,1,270915231,1.280.000.000.000.000,287.036.433.000.000.000,21.987.320.000.000.000,A,A,E,D,C,A,B,B,B,A,B,A,A,D,F,A,B,B,B,A,B,B,A,A,C,A,B,C,B,C,C,C,C,C,A,A,B,C,A,B,A,A,A,B,A,A,A,C,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847700.869638,5.690273,6.697548,BADDAACDBBDDB,CBAACDCACCADD,1,270915232,1.031.250.000.000.000,328.548.401.000.000.000,22.668.660.000.000.000,B,B,H,D,B,A,B,B,B,A,A,A,A,C,D,A,A,A,A,G,A,A,B,A,C,B,A,A,A,A,B,C,C,B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847694.185044,4,5,CABACDCACCCCA,BDCBBCBBBAACA,1,270915232,1.031.250.000.000.000,291.958.970.000.000.000,18.841.104.000.000.000,A,B,G,B,B,A,B,B,A,A,A,A,A,C,D,A,A,A,B,G,A,A,B,A,C,B,B,A,A,A,B,C,C,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044327,3,1,604412,2,9,17848594,4,6,DACDABCDBDACA,ACCCDBBBBAADC,1,270915231,1.051.282.051.300.000,222.492.796.000.000.000,23.014.316.000.000.000,B,B,B,B,B,D,B,B,B,A,B,A,B,C,E,A,B,A,A,C,A,A,A,A,A,A,A,A,A,A,B,C,B,A,C,B,B,B,A,A,A,A,A,B,A,B,B,B,C,'ABAIXO DA MEDIA'
