ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,CONDICAO
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848718.018699,1,1,18.431296,6.559966,5.343762,CBDCDAACBCADC,CCBDABCAABDDC,1,1,270915232,1.166.666.666.700.000,0.4382,304.498.022.000.000.000,20.985.501.000.000.000,1,B,B,E,B,B,B,B,B,A,A,A,A,A,C,D,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,B,B,B,B,B,B,C,A,B,C,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604393,1,9,17847975,1,1,16,2,5,BBBBBCACABCBA,AABDACBCCBBDC,1,1,270915231,1.071.428.571.400.000,0.338595,338.160.071.000.000.000,18.924.863.000.000.000,1,B,A,G,C,C,B,B,B,B,B,A,B,B,B,C,D,A,A,E,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,C,B,C,A,B,B,C,B,D,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044327,3,1,604412,2,9,17848611,1,1,10,3,5,CDBDDCABACCDD,BDDCBAACDABCD,1,1,270915231,1.051.282.051.300.000,0.54242,207.214.016.000.000.000,30.317.116.000.000.000,1,A,B,E,B,B,B,B,B,A,A,B,B,A,B,D,C,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,C,A,A,A,A,A,B,B,B,C,B,C,A,B,C,A,A,A,A,A,B,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604398,2,9,17848158,1,1,8,1,3,DAADCBDDBDCAC,CDCDCAACCACDB,1,1,270915231,0.972972973000000,0.425609,246.131.006.000.000.000,23.788.278.000.000.000,1,B,A,L,C,B,A,A,B,A,A,B,A,A,B,D,D,A,A,A,B,B,A,B,A,B,A,A,A,A,A,A,C,A,A,B,B,C,B,A,C,B,B,B,B,B,C,A,A,A,A,A,A,A,B,A,B,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847689.712174,1,1,5,5,6,ADABDCCDADBDB,BAABDDBCCAABA,1,1,270915232,1.031.250.000.000.000,0.65977,195.454.550.000.000.000,39.336.294.000.000.000,1,A,B,B,C,B,B,B,B,A,A,A,A,A,B,D,D,A,A,D,A,A,A,G,A,A,B,A,A,A,A,A,B,B,B,B,B,A,A,B,B,B,A,B,E,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848717.99689,1,1,18.560279,3.578847,4.821637,CBDCDAACBCADC,CCBDABCAABDDC,1,1,270915232,1.166.666.666.700.000,0.441334,304.498.022.000.000.000,20.985.501.000.000.000,1,B,B,E,B,B,B,B,B,A,A,A,A,A,C,D,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,B,B,B,B,B,B,C,A,B,C,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044319,3,1,604406,2,9,17848384,1,1,11,4,6,BADCBDAABBACC,CADBDBAACADCA,1,1,270915231,1.040.000.000.000.000,0.488483,237.082.150.000.000.000,27.302.452.000.000.000,1,A,B,I,D,B,A,B,B,B,A,B,A,A,B,C,E,A,A,G,A,B,B,G,A,B,A,A,A,B,A,A,C,B,A,C,A,A,A,B,C,C,B,B,A,B,C,B,A,A,A,B,A,A,B,B,B,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604392,1,9,17847957,1,1,12,5,7,CCBCBDACBDBAD,DDBADCCDBCAAA,1,1,270915231,1.030.303.030.300.000,0.739533,215.010.996.000.000.000,41.334.221.000.000.000,1,B,A,I,B,B,B,B,B,B,A,B,B,A,B,D,D,A,A,C,A,A,A,B,B,B,B,A,A,A,A,A,B,A,A,B,A,A,A,B,C,B,A,C,B,B,A,A,A,A,A,A,A,A,B,A,B,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847695.619697,1,1,3.066901,2.058452,4.224857,ADADACBDCBBAA,BAACBAAADABBA,1,1,270915232,1.031.250.000.000.000,0.364519,312.634.436.000.000.000,18.806.930.000.000.000,1,A,B,G,B,B,A,B,B,A,A,A,A,A,B,C,D,A,A,D,A,A,B,G,A,A,B,A,A,A,A,A,C,B,B,A,A,A,A,B,C,C,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847886,1,1,6,6,7,ACDCDCAACBBDA,BCCBBBCDACBBB,1,1,270915231,1.125.000.000.000.000,0.412845,283.038.834.000.000.000,23.074.868.000.000.000,1,A,B,J,E,C,A,B,B,B,A,A,A,A,C,D,E,A,B,B,B,B,B,F,A,A,A,A,A,A,A,B,C,B,B,B,C,B,B,B,C,C,C,A,E,B,C,A,A,A,A,A,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604399,2,9,17848172,1,1,4,4,5,ABDCCCBBABBCC,CDABBCADCDCDB,1,1,270915231,1.562.500.000.000.000,0.630891,206.395.305.000.000.000,35.261.967.000.000.000,1,B,B,G,E,B,B,A,B,A,A,A,A,A,B,C,F,A,A,A,B,B,B,G,B,B,B,A,A,B,A,B,C,C,C,C,C,C,C,C,C,C,A,A,C,B,A,A,B,A,B,D,C,B,A,A,D,D,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847859,1,1,13,6,1,CDCCDBAADBDDB,DDCACBCDBCACC,1,1,270915231,1.125.000.000.000.000,0.394418,290.808.203.000.000.000,22.044.940.000.000.000,1,A,B,C,C,B,B,B,B,B,A,B,A,A,B,D,C,A,A,D,A,A,B,F,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847694.449722,1,1,16.191441,3.365342,2.622963,AACCBCBACBCCC,ADABCBADCCCAB,1,1,270915232,1.031.250.000.000.000,0.58958,236.367.231.000.000.000,31.538.699.000.000.000,1,B,B,H,C,B,B,B,B,B,A,A,A,A,B,D,E,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,B,B,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847680.049296,1,1,6.119134,4.343646,6,ADABDCCDADBDB,BAABDDBCCAABA,1,1,270915232,1.031.250.000.000.000,0.405699,195.454.550.000.000.000,39.336.294.000.000.000,1,B,B,B,C,B,B,B,B,A,A,A,A,A,B,D,E,A,A,D,A,A,A,G,A,A,B,A,A,A,A,A,B,B,B,B,B,B,A,B,B,B,A,B,E,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604394,1,9,17847994,1,1,7,7,1,BDBAABBDDBBBC,BDBDBBDDCBAAC,1,1,270915231,1.032.258.064.500.000,0.507139,229.702.015.000.000.000,28.345.179.000.000.000,1,B,A,C,C,B,B,B,C,B,A,B,A,B,B,D,D,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,B,A,B,B,B,A,B,C,C,C,D,C,B,B,B,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847688.6283,1,1,5.751843,6.927255,1.070505,ABCCDDACCCADC,AADCBCAACBCBB,1,1,270915232,1.031.250.000.000.000,0.351167,347.741.916.000.000.000,17.789.410.000.000.000,1,B,B,B,C,B,B,B,B,B,A,A,A,A,B,D,D,A,A,D,A,A,A,G,A,A,B,A,A,A,A,A,B,B,B,B,B,A,A,B,B,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27049272,3,1,604577,2,9,17853488,1,1,17,3,6,CACDCCBCADBAC,BACCABAACDCBB,1,1,270915231,1.125.000.000.000.000,0.362197,290.484.027.000.000.000,20.244.033.000.000.000,1,A,A,H,C,B,C,B,C,C,B,C,B,C,C,E,F,A,B,G,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,B,A,B,A,B,B,B,B,B,A,B,B,A,A,A,A,B,B,A,B,B,B,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848719,1,1,19,5,1,CCADA*DDDDABC,ADBBBBCCBACBC,1,1,270915232,1.166.666.666.700.000,0.438769,264.893.054.000.000.000,24.523.821.000.000.000,1,A,B,B,B,A,A,B,B,A,A,B,B,A,C,D,C,C,A,F,A,A,A,C,A,B,A,A,A,B,A,A,C,B,B,C,A,A,A,B,C,B,A,E,E,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604392,1,9,17847932,1,1,4,4,5,CCBCBB*CCBCBA,BBCAAADCCBCDC,1,1,270915231,1.030.303.030.300.000,0.472865,250.348.082.000.000.000,26.429.526.000.000.000,1,B,B,A,B,B,B,B,B,B,A,B,A,B,C,D,D,A,A,D,A,A,A,C,A,A,A,A,A,A,A,A,C,A,B,B,B,C,A,B,C,B,B,D,C,B,B,A,A,A,A,A,A,A,B,B,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848711.412811,1,1,19.428291,5.428649,1.116589,BBACACAADCBCA,BDCBBDAABCCCC,1,1,270915232,1.166.666.666.700.000,0.401896,305.810.039.000.000.000,22.106.198.000.000.000,1,A,B,A,B,B,B,B,B,A,A,A,A,A,C,D,E,A,A,B,A,A,A,A,B,B,A,A,A,A,A,A,C,B,B,B,B,C,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847891,1,1,18,4,7,CADCBBBCCAADB,CCDADBADABDBD,1,1,270915231,1.125.000.000.000.000,0.379562,286.032.930.000.000.000,21.214.604.000.000.000,1,B,B,J,D,B,A,B,C,B,B,B,B,C,C,D,E,A,B,E,A,A,B,C,A,A,C,A,B,B,A,B,C,B,B,C,C,C,A,C,B,B,B,D,B,B,B,C,A,A,A,B,B,B,C,A,C,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044319,3,1,604406,2,9,17848375,1,1,3,3,4,CBBDCCACADACA,DBDCDAACCC*CD,1,1,270915231,1.040.000.000.000.000,0.374746,274.544.653.000.000.000,20.945.426.000.000.000,1,A,C,C,D,B,A,C,B,B,A,B,A,B,C,D,D,A,A,C,A,A,B,G,A,B,B,A,A,A,A,A,C,B,B,C,B,C,B,C,C,B,B,D,A,B,A,A,C,A,A,B,A,A,B,A,C,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27049272,3,1,604577,2,9,17853491,1,1,17,3,6,CDBDCAADDCBAC,CAACABAACAADC,1,1,270915231,1.125.000.000.000.000,0.392285,269.390.654.000.000.000,21.925.722.000.000.000,1,B,B,C,C,B,B,B,B,A,A,A,A,A,B,C,F,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,C,B,B,B,B,C,B,C,C,C,B,C,A,B,B,A,A,A,A,B,B,A,B,B,C,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044327,3,1,604412,2,9,17848592,1,1,5,5,6,BDCDABDDCDCDD,BABCAACADDCDC,1,1,270915231,1.051.282.051.300.000,0.424274,269.819.404.000.000.000,23.713.662.000.000.000,1,B,A,J,C,B,B,A,B,B,A,A,A,A,B,C,F,A,A,A,B,B,A,G,A,A,B,A,A,A,A,A,B,A,C,B,A,B,B,B,C,A,A,B,D,B,A,A,B,A,A,A,A,B,C,B,C,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847690.146468,1,1,5.004065,5,6.379104,BBBABBBACBDCC,ADBBCBCDCCCCD,1,1,270915232,1.031.250.000.000.000,0.330575,248.601.502.000.000.000,30.447.010.000.000.000,1,B,B,B,D,B,B,B,B,A,A,A,A,A,B,D,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,B,B,A,B,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604397,2,9,17848121,1,1,3,3,4,CBADBCBCACCAB,CADCBDBCCBABC,1,1,270915231,1.032.258.064.500.000,0.380834,273.977.234.000.000.000,21.285.699.000.000.000,1,A,D,E,C,C,A,C,B,B,A,B,B,B,C,D,C,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,C,B,B,B,A,A,B,B,C,C,B,D,A,B,A,A,A,A,A,A,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848725.212825,1,1,9.445865,2.230152,6.330715,BDCABAAABCCAC,ABADACBDDDBCC,1,1,270915232,1.166.666.666.700.000,0.605914,287.128.867.000.000.000,24.670.147.000.000.000,1,A,B,B,B,B,B,B,B,A,A,A,A,A,C,C,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,C,A,B,B,A,B,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044327,3,1,604412,2,9,17848607,1,1,21,7,3,ABAAABADDDDBD,CACBBADACCBCD,1,1,270915231,1.051.282.051.300.000,0.524601,225.143.269.000.000.000,29.321.171.000.000.000,1,A,F,A,C,B,A,B,B,A,B,B,A,B,B,D,F,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604393,1,9,17847988,1,1,19,5,1,CBCCCACDCDABD,AABCDBDDDBACC,1,1,270915231,1.071.428.571.400.000,0.542789,215.519.560.000.000.000,30.337.741.000.000.000,1,B,B,I,C,B,A,B,B,B,A,A,A,A,B,D,C,A,A,G,A,A,A,B,A,A,A,A,A,A,A,A,C,B,B,A,C,C,C,B,C,C,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848706.181108,1,1,7.886425,2.250841,3.032224,ACADDBADBACDC,CBBCBAACAAADC,1,1,270915232,1.166.666.666.700.000,0.451964,254.779.449.000.000.000,25.738.696.000.000.000,1,A,B,K,C,B,B,B,B,A,A,A,A,A,B,C,D,A,A,B,A,A,A,B,B,B,A,A,A,A,A,B,C,A,B,B,B,C,C,C,C,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044360,3,2,604415,3,9,17848700,1,1,18,4,7,ABDCBAACCCCDB,CDCABBCCBDADC,1,1,270915232,1.263.157.894.700.000,0.3412,299.838.167.000.000.000,19.070.462.000.000.000,1,B,B,L,E,C,B,A,D,B,B,B,A,A,B,D,C,A,A,B,A,B,B,G,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,C,C,B,D,D,B,D,A,B,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847827,1,1,21,7,3,CCDADBCAADDCC,CDADACDCDCDBC,1,1,270915231,1.280.000.000.000.000,0.334398,338.966.821.000.000.000,18.690.283.000.000.000,1,A,B,K,C,C,B,B,B,A,A,A,A,B,B,C,B,A,B,A,B,B,B,C,A,A,C,A,A,A,A,B,C,C,B,C,C,C,C,C,C,C,B,D,E,B,A,B,A,A,B,B,A,A,A,A,B,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604397,2,9,17848101,1,1,12,5,7,CDBDACDDCABDC,CCADDCCDACDCC,1,1,270915231,1.032.258.064.500.000,0.32149,325.554.395.000.000.000,17.968.824.000.000.000,1,A,A,J,D,B,B,B,B,B,A,B,B,B,C,D,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,B,C,B,B,B,B,B,A,B,C,C,C,D,A,B,B,A,A,A,A,A,B,A,A,A,B,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848718.398263,1,1,12.309012,3.006233,5.582397,BDCABAAABCCAC,ABADACBDDDBCC,1,1,270915232,1.166.666.666.700.000,0.592798,287.128.867.000.000.000,24.670.147.000.000.000,1,A,B,B,B,B,B,B,B,A,A,A,A,A,C,C,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,C,A,B,B,A,B,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847869,1,1,17,3,6,CDCDBCCDDABAC,CBACACAACBBCD,1,1,270915231,1.125.000.000.000.000,0.393963,288.359.224.000.000.000,22.019.509.000.000.000,1,A,B,L,D,B,C,B,C,A,A,A,A,A,C,E,D,A,B,B,A,B,C,G,A,B,A,A,B,A,A,B,C,A,A,B,A,C,B,A,C,C,C,D,E,B,C,A,A,A,A,B,B,A,A,A,A,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604394,1,9,17848001,1,1,5,5,6,CDABBACCABACA,CADACBBABDBBC,1,1,270915231,1.032.258.064.500.000,0.570428,210.391.439.000.000.000,31.882.549.000.000.000,1,B,B,D,C,B,B,A,B,A,A,A,A,A,B,C,D,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,C,A,B,C,A,C,A,B,C,C,B,C,B,B,B,A,B,A,A,A,A,A,A,A,A,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847682.550185,1,1,12.218245,5.216082,1.224737,ABCCDDACCCADC,AADCBCAACBCBB,1,1,270915232,1.031.250.000.000.000,0.495899,347.741.916.000.000.000,17.789.410.000.000.000,1,B,B,B,C,B,B,B,B,A,A,A,A,A,B,D,D,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,B,B,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
