ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_ALUNO,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,CONDICAO
2,27044459,3,2,604416,2,17848718.018699,18.431296,6.559966,5.343762,CBDCDAACBCADC,CCBDABCAABDDC,1,270915232,1.166.666.666.700.000,304.498.022.000.000.000,20.985.501.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,B,B,B,A,B,B,B,B,B,C,A,B,C,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044297,3,1,604393,1,17847975,16,2,5,BBBBBCACABCBA,AABDACBCCBBDC,1,270915231,1.071.428.571.400.000,338.160.071.000.000.000,18.924.863.000.000.000,B,A,G,C,C,B,B,B,B,B,A,B,B,C,D,A,E,A,A,A,G,A,A,A,C,B,B,C,B,C,A,B,B,C,B,D,B,B,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044327,3,1,604412,2,17848611,10,3,5,CDBDDCABACCDD,BDDCBAACDABCD,1,270915231,1.051.282.051.300.000,207.214.016.000.000.000,30.317.116.000.000.000,A,B,E,B,B,B,B,B,A,A,B,B,A,D,C,A,B,A,A,A,B,B,B,A,C,A,A,A,A,A,B,B,B,C,B,C,A,C,A,A,A,A,A,B,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044297,3,1,604398,2,17848158,8,1,3,DAADCBDDBDCAC,CDCDCAACCACDB,1,270915231,0.972972973000000,246.131.006.000.000.000,23.788.278.000.000.000,B,A,L,C,B,A,A,B,A,A,B,A,A,D,D,A,A,B,B,A,B,A,B,A,C,A,A,B,B,C,B,A,C,B,B,B,B,C,A,A,A,A,A,A,A,B,A,B,C,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847689.712174,5,5,6,ADABDCCDADBDB,BAABDDBCCAABA,1,270915232,1.031.250.000.000.000,195.454.550.000.000.000,39.336.294.000.000.000,A,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,D,A,A,A,G,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,E,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044459,3,2,604416,2,17848717.99689,18.560279,3.578847,4.821637,CBDCDAACBCADC,CCBDABCAABDDC,1,270915232,1.166.666.666.700.000,304.498.022.000.000.000,20.985.501.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,B,B,B,A,B,B,B,B,B,C,A,B,C,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044319,3,1,604406,2,17848384,11,4,6,BADCBDAABBACC,CADBDBAACADCA,1,270915231,1.040.000.000.000.000,237.082.150.000.000.000,27.302.452.000.000.000,A,B,I,D,B,A,B,B,B,A,B,A,A,C,E,A,G,A,B,B,G,A,B,A,C,B,A,C,A,A,A,B,C,C,B,B,A,C,B,A,A,A,B,A,A,B,B,B,C,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847957,12,5,7,CCBCBDACBDBAD,DDBADCCDBCAAA,1,270915231,1.030.303.030.300.000,215.010.996.000.000.000,41.334.221.000.000.000,B,A,I,B,B,B,B,B,B,A,B,B,A,D,D,A,C,A,A,A,B,B,B,B,B,A,A,B,A,A,A,B,C,B,A,C,B,A,A,A,A,A,A,A,A,B,A,B,C,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847695.619697,3.066901,2.058452,4.224857,ADADACBDCBBAA,BAACBAAADABBA,1,270915232,1.031.250.000.000.000,312.634.436.000.000.000,18.806.930.000.000.000,A,B,G,B,B,A,B,B,A,A,A,A,A,C,D,A,D,A,A,B,G,A,A,B,C,B,B,A,A,A,A,B,C,C,B,B,A,A,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044289,3,1,604390,1,17847886,6,6,7,ACDCDCAACBBDA,BCCBBBCDACBBB,1,270915231,1.125.000.000.000.000,283.038.834.000.000.000,23.074.868.000.000.000,A,B,J,E,C,A,B,B,B,A,A,A,A,D,E,B,B,B,B,B,F,A,A,A,C,B,B,B,C,B,B,B,C,C,C,A,E,C,A,A,A,A,A,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2,27044297,3,1,604399,2,17848172,4,4,5,ABDCCCBBABBCC,CDABBCADCDCDB,1,270915231,1.562.500.000.000.000,206.395.305.000.000.000,35.261.967.000.000.000,B,B,G,E,B,B,A,B,A,A,A,A,A,C,F,A,A,B,B,B,G,B,B,B,C,C,C,C,C,C,C,C,C,C,A,A,C,A,A,B,A,B,D,C,B,A,A,D,D,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847859,13,6,1,CDCCDBAADBDDB,DDCACBCDBCACC,1,270915231,1.125.000.000.000.000,290.808.203.000.000.000,22.044.940.000.000.000,A,B,C,C,B,B,B,B,B,A,B,A,A,D,C,A,D,A,A,B,F,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,A,A,A,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847694.449722,16.191441,3.365342,2.622963,AACCBCBACBCCC,ADABCBADCCCAB,1,270915232,1.031.250.000.000.000,236.367.231.000.000.000,31.538.699.000.000.000,B,B,H,C,B,B,B,B,B,A,A,A,A,D,E,A,C,A,A,A,G,A,A,A,C,B,B,B,B,B,A,B,C,C,A,B,A,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847680.049296,6.119134,4.343646,6,ADABDCCDADBDB,BAABDDBCCAABA,1,270915232,1.031.250.000.000.000,195.454.550.000.000.000,39.336.294.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,E,A,D,A,A,A,G,A,A,B,B,B,B,B,B,B,A,B,B,B,A,B,E,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044297,3,1,604394,1,17847994,7,7,1,BDBAABBDDBBBC,BDBDBBDDCBAAC,1,270915231,1.032.258.064.500.000,229.702.015.000.000.000,28.345.179.000.000.000,B,A,C,C,B,B,B,C,B,A,B,A,B,D,D,A,E,A,A,A,E,A,A,A,B,B,A,B,B,B,A,B,C,C,C,D,C,B,B,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847688.6283,5.751843,6.927255,1.070505,ABCCDDACCCADC,AADCBCAACBCBB,1,270915232,1.031.250.000.000.000,347.741.916.000.000.000,17.789.410.000.000.000,B,B,B,C,B,B,B,B,B,A,A,A,A,D,D,A,D,A,A,A,G,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27049272,3,1,604577,2,17853488,17,3,6,CACDCCBCADBAC,BACCABAACDCBB,1,270915231,1.125.000.000.000.000,290.484.027.000.000.000,20.244.033.000.000.000,A,A,H,C,B,C,B,C,C,B,C,B,C,E,F,B,G,A,A,A,G,A,A,A,B,B,B,B,A,B,A,B,B,B,B,B,A,B,A,A,A,A,B,B,A,B,B,B,C,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848719,19,5,1,CCADA*DDDDABC,ADBBBBCCBACBC,1,270915232,1.166.666.666.700.000,264.893.054.000.000.000,24.523.821.000.000.000,A,B,B,B,A,A,B,B,A,A,B,B,A,D,C,A,F,A,A,A,C,A,B,A,C,B,B,C,A,A,A,B,C,B,A,E,E,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044297,3,1,604392,1,17847932,4,4,5,CCBCBB*CCBCBA,BBCAAADCCBCDC,1,270915231,1.030.303.030.300.000,250.348.082.000.000.000,26.429.526.000.000.000,B,B,A,B,B,B,B,B,B,A,B,A,B,D,D,A,D,A,A,A,C,A,A,A,C,A,B,B,B,C,A,B,C,B,B,D,C,B,A,A,A,A,A,A,A,B,B,B,A,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848711.412811,19.428291,5.428649,1.116589,BBACACAADCBCA,BDCBBDAABCCCC,1,270915232,1.166.666.666.700.000,305.810.039.000.000.000,22.106.198.000.000.000,A,B,A,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,A,B,B,A,C,B,B,B,B,C,A,B,C,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044289,3,1,604390,1,17847891,18,4,7,CADCBBBCCAADB,CCDADBADABDBD,1,270915231,1.125.000.000.000.000,286.032.930.000.000.000,21.214.604.000.000.000,B,B,J,D,B,A,B,C,B,B,B,B,C,D,E,B,E,A,A,B,C,A,A,C,C,B,B,C,C,C,A,C,B,B,B,D,B,B,C,A,A,A,B,B,B,C,A,C,C,'ABAIXO DA MEDIA'
2,27044319,3,1,604406,2,17848375,3,3,4,CBBDCCACADACA,DBDCDAACCC*CD,1,270915231,1.040.000.000.000.000,274.544.653.000.000.000,20.945.426.000.000.000,A,C,C,D,B,A,C,B,B,A,B,A,B,D,D,A,C,A,A,B,G,A,B,B,C,B,B,C,B,C,B,C,C,B,B,D,A,A,A,C,A,A,B,A,A,B,A,C,A,'ABAIXO DA MEDIA'
2,27049272,3,1,604577,2,17853491,17,3,6,CDBDCAADDCBAC,CAACABAACAADC,1,270915231,1.125.000.000.000.000,269.390.654.000.000.000,21.925.722.000.000.000,B,B,C,C,B,B,B,B,A,A,A,A,A,C,F,A,A,B,B,A,A,B,B,A,C,B,B,B,B,C,B,C,C,C,B,C,A,B,A,A,A,A,B,B,A,B,B,C,A,'ABAIXO DA MEDIA'
2,27044327,3,1,604412,2,17848592,5,5,6,BDCDABDDCDCDD,BABCAACADDCDC,1,270915231,1.051.282.051.300.000,269.819.404.000.000.000,23.713.662.000.000.000,B,A,J,C,B,B,A,B,B,A,A,A,A,C,F,A,A,B,B,A,G,A,A,B,B,A,C,B,A,B,B,B,C,A,A,B,D,A,A,B,A,A,A,A,B,C,B,C,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847690.146468,5.004065,5,6.379104,BBBABBBACBDCC,ADBBCBCDCCCCD,1,270915232,1.031.250.000.000.000,248.601.502.000.000.000,30.447.010.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,G,A,A,A,G,A,A,B,B,A,B,B,A,B,A,B,C,C,A,B,A,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2,27044297,3,1,604397,2,17848121,3,3,4,CBADBCBCACCAB,CADCBDBCCBABC,1,270915231,1.032.258.064.500.000,273.977.234.000.000.000,21.285.699.000.000.000,A,D,E,C,C,A,C,B,B,A,B,B,B,D,C,A,G,A,A,B,G,A,A,B,C,B,B,B,A,A,B,B,C,C,B,D,A,A,A,A,A,A,A,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848725.212825,9.445865,2.230152,6.330715,BDCABAAABCCAC,ABADACBDDDBCC,1,270915232,1.166.666.666.700.000,287.128.867.000.000.000,24.670.147.000.000.000,A,B,B,B,B,B,B,B,A,A,A,A,A,C,E,A,B,A,A,A,B,B,B,A,C,A,B,B,A,B,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2,27044327,3,1,604412,2,17848607,21,7,3,ABAAABADDDDBD,CACBBADACCBCD,1,270915231,1.051.282.051.300.000,225.143.269.000.000.000,29.321.171.000.000.000,A,F,A,C,B,A,B,B,A,B,B,A,B,D,F,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA MEDIA'
2,27044297,3,1,604393,1,17847988,19,5,1,CBCCCACDCDABD,AABCDBDDDBACC,1,270915231,1.071.428.571.400.000,215.519.560.000.000.000,30.337.741.000.000.000,B,B,I,C,B,A,B,B,B,A,A,A,A,D,C,A,G,A,A,A,B,A,A,A,C,B,B,A,C,C,C,B,C,C,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848706.181108,7.886425,2.250841,3.032224,ACADDBADBACDC,CBBCBAACAAADC,1,270915232,1.166.666.666.700.000,254.779.449.000.000.000,25.738.696.000.000.000,A,B,K,C,B,B,B,B,A,A,A,A,A,C,D,A,B,A,A,A,B,B,B,A,C,A,B,B,B,C,C,C,C,B,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044360,3,2,604415,3,17848700,18,4,7,ABDCBAACCCCDB,CDCABBCCBDADC,1,270915232,1.263.157.894.700.000,299.838.167.000.000.000,19.070.462.000.000.000,B,B,L,E,C,B,A,D,B,B,B,A,A,D,C,A,B,A,B,B,G,B,B,A,B,B,B,B,B,B,B,B,C,C,B,D,D,D,A,B,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044289,3,1,604389,2,17847827,21,7,3,CCDADBCAADDCC,CDADACDCDCDBC,1,270915231,1.280.000.000.000.000,338.966.821.000.000.000,18.690.283.000.000.000,A,B,K,C,C,B,B,B,A,A,A,A,B,C,B,B,A,B,B,B,C,A,A,C,C,C,B,C,C,C,C,C,C,C,B,D,E,A,B,A,A,B,B,A,A,A,A,B,C,'ABAIXO DA MEDIA'
2,27044297,3,1,604397,2,17848101,12,5,7,CDBDACDDCABDC,CCADDCCDACDCC,1,270915231,1.032.258.064.500.000,325.554.395.000.000.000,17.968.824.000.000.000,A,A,J,D,B,B,B,B,B,A,B,B,B,D,D,A,G,A,A,A,G,A,A,B,C,B,B,B,B,B,A,B,C,C,C,D,A,B,A,A,A,A,A,B,A,A,A,B,C,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848718.398263,12.309012,3.006233,5.582397,BDCABAAABCCAC,ABADACBDDDBCC,1,270915232,1.166.666.666.700.000,287.128.867.000.000.000,24.670.147.000.000.000,A,B,B,B,B,B,B,B,A,A,A,A,A,C,E,A,B,A,A,A,B,B,B,A,C,A,B,B,A,B,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2,27044289,3,1,604390,1,17847869,17,3,6,CDCDBCCDDABAC,CBACACAACBBCD,1,270915231,1.125.000.000.000.000,288.359.224.000.000.000,22.019.509.000.000.000,A,B,L,D,B,C,B,C,A,A,A,A,A,E,D,B,B,A,B,C,G,A,B,A,C,A,A,B,A,C,B,A,C,C,C,D,E,C,A,A,A,A,B,B,A,A,A,A,C,'ABAIXO DA MEDIA'
2,27044297,3,1,604394,1,17848001,5,5,6,CDABBACCABACA,CADACBBABDBBC,1,270915231,1.032.258.064.500.000,210.391.439.000.000.000,31.882.549.000.000.000,B,B,D,C,B,B,A,B,A,A,A,A,A,C,D,A,A,B,B,B,A,B,B,A,C,A,B,C,A,C,A,B,C,C,B,C,B,B,A,B,A,A,A,A,A,A,A,A,C,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847682.550185,12.218245,5.216082,1.224737,ABCCDDACCCADC,AADCBCAACBCBB,1,270915232,1.031.250.000.000.000,347.741.916.000.000.000,17.789.410.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,D,A,A,A,D,A,A,A,B,B,B,B,B,B,A,B,B,C,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044289,3,1,604390,1,17847874,21,7,3,CABDBBAADDADD,CDCDDAAAAABAB,1,270915231,1.125.000.000.000.000,226.421.862.000.000.000,28.635.819.000.000.000,B,A,F,C,D,A,B,B,A,A,B,A,B,D,F,A,E,A,A,A,E,A,A,A,B,B,A,B,B,A,A,A,B,B,A,D,B,A,A,A,A,A,B,A,A,A,A,A,A,'ABAIXO DA MEDIA'
2,27044327,3,1,604412,2,17848613,12,5,7,CAADBCCCCAADD,CCDBDCCDBADBD,1,270915231,1.051.282.051.300.000,312.563.341.000.000.000,19.203.654.000.000.000,B,B,D,B,B,B,B,B,B,A,B,A,A,D,F,A,C,A,A,B,G,A,B,A,B,B,A,C,B,B,B,C,B,B,A,B,B,B,A,A,A,A,D,D,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044289,3,1,604386,1,17847735,7,7,1,DDABBCBDACBCC,BABBABDDBADCC,1,270915231,1.088.235.294.100.000,229.859.352.000.000.000,26.216.799.000.000.000,A,B,L,C,B,B,B,B,A,A,B,A,B,C,B,A,E,A,A,B,F,A,A,A,C,C,B,B,B,C,A,B,B,C,C,C,A,B,C,A,A,A,B,B,B,B,B,C,C,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847701.503017,5.140908,5.620119,6.083116,ABCCDDACCAADA,CDADACBDCBBDA,1,270915232,1.031.250.000.000.000,360.839.613.000.000.000,19.231.879.000.000.000,B,B,H,D,B,A,B,B,B,A,A,A,A,C,D,A,G,A,A,A,G,A,A,B,C,B,A,A,A,C,A,B,C,C,B,A,A,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847697.090271,8.055563,3.126711,5,CAADACBDCCADA,CCBADBCDBDDCC,1,270915232,1.031.250.000.000.000,372.249.361.000.000.000,17.960.273.000.000.000,B,B,K,C,B,B,B,B,B,A,A,A,A,D,D,A,G,A,A,A,G,A,A,A,C,B,A,B,A,B,A,B,C,C,A,A,A,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847683.312935,12.203941,5.565467,5.516027,ADABDCCDADBDB,BAABDDBCCAABA,1,270915232,1.031.250.000.000.000,195.454.550.000.000.000,39.336.294.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,E,A,D,A,A,A,G,A,A,B,B,B,B,B,B,B,A,B,B,B,A,B,E,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847693.84214,4,4,5,BBBABBBACBDCC,ADBBCBCDCCCCD,1,270915232,1.031.250.000.000.000,248.601.502.000.000.000,30.447.010.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,G,A,A,A,G,A,A,B,B,A,B,B,A,B,A,B,C,C,A,B,A,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847679.478019,8.235558,4.416646,6,ADABDCCDADBDB,BAABDDBCCAABA,1,270915232,1.031.250.000.000.000,195.454.550.000.000.000,39.336.294.000.000.000,A,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,D,A,A,A,G,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,E,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044289,3,1,604389,2,17847843,11,4,6,ABCCDDACCACDA,DBDCBCAACCBCC,1,270915231,1.280.000.000.000.000,357.608.980.000.000.000,16.856.064.000.000.000,A,A,E,D,C,A,B,B,B,A,B,A,A,D,F,A,A,B,B,B,A,B,B,A,C,A,B,C,B,C,C,C,C,C,C,A,A,C,A,B,A,A,A,B,A,A,A,C,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847700.869638,5.061028,5.690273,6.697548,ABCCDDACCAADA,CDADACBDCBBDA,1,270915232,1.031.250.000.000.000,360.839.613.000.000.000,19.231.879.000.000.000,B,B,H,D,B,A,B,B,B,A,A,A,A,C,D,A,G,A,A,A,G,A,A,B,C,B,A,A,A,C,A,B,C,C,B,A,A,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847694.185044,4,4,5,ADADACBDCBBAA,BAACBAAADABBA,1,270915232,1.031.250.000.000.000,312.634.436.000.000.000,18.806.930.000.000.000,A,B,G,B,B,A,B,B,A,A,A,A,A,C,D,A,D,A,A,B,G,A,A,B,C,B,B,A,A,A,A,B,C,C,B,B,A,A,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044327,3,1,604412,2,17848594,11,4,6,ACDCDBBBDCCAC,AADCDAAACDBDA,1,270915231,1.051.282.051.300.000,220.104.296.000.000.000,35.237.039.000.000.000,B,B,B,B,B,D,B,B,B,A,B,A,B,C,E,A,B,B,A,A,C,A,A,A,A,A,A,A,A,A,A,B,C,B,A,C,B,B,A,A,A,A,A,B,A,B,B,B,C,'ABAIXO DA MEDIA'
