ID_REGIAO,ID_ESCOLA,ID_LOCALIZACAO,ID_TURNO,ID_ALUNO,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,ESTRATO_ANEB,CONDICAO
2,27044289,1,1,17847763,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847764,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847765,CDAACCDADDABD,AACDDBAADDADD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847766,DBDAACCDCCDBD,BDADBCAABCBDD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847767,DCCCACAAABCCA,BBBBCAACCAADD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847768,ACBDAAADCDADA,BBDDADDDDDABD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847769,CBBBBAACACCAB,AADCDDBAAACDB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847770,DACABCBDCBDBD,CBCBCBCDBBCAB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847771,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847772,CACBDADAACDCA,BCDABCCCDBBCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847773,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847774,ACBBBCACAADDB,CCBCADCDCDBDC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847775,CDBCDCAABBBDB,ABDDCBACCCACB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847776,AAACBAAAAABCA,CAACBCAAAACBC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847777,BAAAADCDBBBCC,ABDBDBDDBBCAC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847778,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847779,ADBCBDAAABBAA,BAABCBACCADBA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847780,BBDDCBDBBAADB,AABBBBDBAABCC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847781,CAACDBBCCBBDB,BABDCDBCAACBB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847782,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847783,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847784,AACDDBCADAACA,DBBABBAABBDCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847785,BCCCDDACCACDC,CAADACCDCDAAC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847786,BAADDBDDBABBC,DDBAACAAACDCD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847787,AAADACDDCBADC,ABDDCDCDBCCBC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847788,AADCBBBAAAACB,BAACCDABAAACA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847789,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847790,ADACCBAACBADD,BBABBBDDBBBCC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847791,CABDDABADBBDA,ABDCDBABCACAC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847792,BCADCDDDBBDDC,CCCDBCCCAABAA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847793,DCBDDBCDDCCBD,CBBDBBDDBBABC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847794,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847795,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847796,DDCBBCABACDBB,CADBBDBCDDDBD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847797,CBACACDAADCCA,BDAADCCDDDBCB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847798,DCABBAAABDDBA,BAADDCCCCAADD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847799,CBCDCABABACAD,DBBAACBDBCACB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847800,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847801,CBCDBBDDDAADC,CBBCBAAAABBCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847802,AACBBBDDDCDCD,BDCAABDDBDABC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847803,B*BBBACAABCAC,DCACBCBBDABDC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847804,BDDBDBAAACBAB,BACCADAAAADBC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847805,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847806,ABBDBCBADBABB,AAADACBACBCDA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847807,CBDCCBBACBDBC,DDDABCBDCDBCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847808,CDABBDBACCBDA,AAAACBDDBDDDC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847809,AADCDAAADBAAB,CCCDCABACACDA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847810,DDAADCCCCBBBA,BCCABCCDABBBB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847811,CDCABCABAACDD,CABCBABCDCCCB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847812,CBCDCCCDCAACC,C*BDBBCDBCDCC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847813,DBBBCBCDBADBC,ABBCDDACCBCAA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847814,DCBAADCCBACCC,DBABACCDACDAA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847815,BDCDBCAAACDBA,BCBBABACCDCBA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847816,CDCDCAADACCDB,AABDBCBACDBCC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847817,BACBADAACAACB,BBCDBDCDDADBB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847818,ADDABBBDADDBB,DCCABCAABCABA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847819,DAADACAAABBDC,DDBCACBACA*BB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847820,DAAADDDDBCADC,CCBCDCACBBADB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847821,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847822,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847823,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847824,CBBDDABCCCDAB,BBDBCAACAABBB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847825,CBCCDBACCBBDB,CCBDBBCDDCDDB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847826,ACCDCAACCBABA,CBBDACACDDADC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847827,CCDADBCAADDCC,CDADACDCDCDBC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847828,AADDCDBACBDDA,DDBCBDCBBCDDA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847829,CDBBBBCCDABDC,BACCBCADBDCCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847830,CBBCDAACCCCDA,BCBDBDCCCDDAA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847831,CDADADDDCDADD,DAACADCADAACC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847832,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847833,ACCAAAAABADAB,CABDCCBBDBAAA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847834,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847835,CACDBBDCBDAAC,ACDDBDBBABDAB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847836,CCAADCCCDDBDD,DCCCDBDDDADAC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847837,CCAABBADBDCBC,ACCBDBAAACBDC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847838,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847839,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847840,DDADBABABDCCD,CACDCDBBDCDBD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847841,AADDCBDCBBDBC,DAAABBAABABCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847842,AABCAABACBBDA,DDBADDCCBCCDC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847843,ABCCDDACCACDA,DBDCBCAACCBCC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847844,ABADCBCCBCCDC,CACDDDACDBCAB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847845,CCDCBDACBBCAD,CACCCADDCADCB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847846,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847847,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847848,CDABAAACADCBA,DAABABBACBADD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847849,CDDDABADADABC,BCABCBCDBCCDC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847850,CACCACAACACDD,CDADBBADDDC*.,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847851,CCADBCBCAADAB,BABCBBACDCDCC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847852,ABDCBDAACCBDB,CABABCAAACCAD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847853,CCCDCAACDBCDD,ADDCCABADCBCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847854,ABCBBC.ABDCBA,CBCDCABADDACA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847855,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,2,17847856,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847857,DCCBDCCAACADD,BBCBCBDDBACAC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847858,CCBABAADDBDCC,BAABACACCBABA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847859,CDCCDBAADBDDB,DDCACBCDBCACC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847860,CBCCDADCA*ACC,ACCDAACDADBAB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847861,AABCCBCADCABC,BAACBBAAABABC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847862,CCBDAAACBCCCC,ABCCDDBCCBBDA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847863,BCCDDBCDBDDCC,CCBDBCBCBCCCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847864,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847865,ABCDABAACBDBA,DCDADBBADCDBB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847866,DBCBBDAABCDBC,DACBCADCBBCCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847867,DDABCBBCCAABD,CBADDCBDACAAD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847868,CCCBBACADDDDB,DBBDADAAACDCD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847869,CDCDBCCDDABAC,CBACACAACBBCD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847870,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847871,CCCDCAADCABCD,CAADBCBDADBDD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847872,CBBCAABDABAAD,ADDDAABADCAAA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847873,AABCDBACCBCDB,CDBDBCBDCAADC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847874,CABDBBAADDADD,CDCDDAAAAABAB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847875,BA*BBADDBCCBD,ADCCBCBACABDD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847876,BBACDDAACADBD,ADADDBCDDADCA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847877,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847878,BBBACBDDBDCCC,BBDCDBACCACBC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847879,DCDDBBBADDBBB,ADCCADAAACBBA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847880,CDBDCABDBCDBC,ABACDABACCDBA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847881,BAABABBAABCDA,CDDDDBCDBDDCC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847882,BCCCABDCBCCCC,CAADBCDDCBDCC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847883,CABCACAADDBAD,AADCCDBACAABC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847884,DDCBCBDDCCABB,CBBDAAABDBABA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847885,BACBAAAAABDBD,CBBCAACCCBACD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847886,ACDCDCAACBBDA,BCCBBBCDACBBB,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847887,BDBBBABCABCBC,DBCCDCACCBABC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847888,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847889,ADCABDAAACCBA,CAAACCCCDCCAC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847890,ADBDDCCAACADB,ACBDCDADBCDAC,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847891,CADCBBBCCAADB,CCDADBADABDBD,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847892,ABBCBDBCCCCAB,CCADBAADCDADA,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847893,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044289,1,1,17847894,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847895,BDDABCAAABBDA,ABCDAAABABBAA,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847896,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847897,BBABBCCCBACBB,BCCCBDBDCCDCB,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847898,DACDBDAAADDBA,BCBBDCBDCDBBA,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847899,CCADCBCBCDCCB,CACBCDCABDBDC,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847900,AAABDCBADBAAD,CBCBBCAADBCAA,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847901,BDDABCAAABDDA,ACADACCCDDBCC,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847902,CDBDDAACDCCBA,ABDCBBBCBBDAC,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847903,DDACAABBDDCCC,CCDBCDDABDCDD,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847904,CCADACBCDBACC,ACDADCCDBDABD,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847905,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847906,BCBABADDDCADB,AABABCAAACCCB,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847907,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847908,DDCABBDDBCDBC,CDCAACBCDCCDB,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847909,ACAABADDCDABC,ABBBABABAABAB,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847910,ABDCDCBCBCABA,ACBDBCADDBDBD,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847911,CCBBACABADDBB,ABACCABCBBAAC,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847912,.............,.............,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847913,ADBBDBCBBCBCB,AADDDCBABCCCA,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847914,ADACDADDCAAAA,CDACCCADADDAC,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847915,DBCABCBBBABBB,ADBDAABBDDBCB,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847916,DACBACBDBDBCA,ADCBDDCBBCCDB,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847917,BBBCCAACBAADB,ABABCBCDBACDC,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847918,DBDCBCAACBBCB,CCDADBCDBADAC,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847919,DAACDCBACCACC,ACCBADBBCCDAA,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847920,CABDCACCABDCC,CCBDCCCCCDDBA,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847921,CDDCBDACDCAAB,ACBADCCDACAAD,270915231,'ABAIXO DA MEDIA'
2,27044297,1,1,17847922,ABCDBCCDCBACA,DCBAABCDCBABA,270915231,'ABAIXO DA MEDIA'
