ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PESO_ALUNO_MT,PROFICIENCIA_LP,DESVIO_PADRAO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,PROFICIENCIA_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,'RESULTADO IDEB',CONDICAO
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847683.324982,1,1,19.219021,4.113064,5.64309,BADDAADDBBDDB,BCCBBCBBBCADA,ABCCDDACCCADC,AADCBCAACBCBB,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,1.297.422.000.000.000,0.342548,321.464.331.000.000.000,22.924.128.000.000.000,1.749.391.000.000.000,0.44715,347.741.916.000.000.000,17.789.410.000.000.000,1,B,B,H,C,B,B,C,B,B,A,A,A,A,B,D,D,A,A,D,A,A,A,B,A,B,A,A,A,A,A,B,C,B,B,B,B,B,B,B,B,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848714.638305,1,1,1.98581,2.004368,3.863658,BBBACDCCCACDC,DAADBCDDDBABA,ACADDBADBACDC,CBBCBAACAAADC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,1.170.229.000.000.000,0.388501,314.456.841.000.000.000,20.706.840.000.000.000,0.086149000000000,0.446236,254.779.449.000.000.000,25.738.696.000.000.000,1,A,B,G,C,B,B,B,B,A,A,B,A,A,B,C,F,A,A,D,A,A,A,B,B,B,A,A,A,A,A,B,C,C,B,C,C,C,B,B,C,C,B,D,E,B,B,A,A,A,A,B,A,A,A,A,B,A,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604393,1,9,17847980,1,0,16,2,5,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847699.432224,1,1,13.70616,3,5.728056,BADDAADDBBDDB,ABDBAADDDBABA,ABCCDDACCCADC,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.546153000000000,0.329165,280.074.395.000.000.000,18.786.506.000.000.000,2.272.320.000.000.000,0.409778,376.969.636.000.000.000,21.050.672.000.000.000,1,B,F,H,C,B,B,B,B,B,A,A,B,A,B,C,F,A,A,A,A,A,A,G,A,A,A,A,A,A,A,A,C,C,B,B,B,B,A,B,C,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044323.296174,3,2,604393.185513,2,9,17847723.440902,1,0.699466,12.987402,2.437268,6.220425,DCDDBCDDDBACA,BADDAACDBBDDB,CAADBCBCDDDAA,ABCCDDACCAADB,0.095951,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,1.872.995.000.000.000,?,353.174.583.000.000.000,27.928.919.000.000.000,1.910.566.000.000.000,?,356.750.362.000.000.000,22.922.226.000.000.000,0.648262,B,A,F,B,C,C,C,B,B,B,B,B,A,C,E,F,A,A,C,A,A,A,B,A,B,B,A,A,A,A,B,C,C,B,C,C,C,B,B,C,C,B,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,5.543721,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044319,3,1,604405,2,9,17848351,1,1,20,6,2,BBBDACBBBCADA,BDAADDCADBDDA,BADDBCAACCDBC,AADBBCAABCDDB,1,1,270915231,1.130.434.782.600.000,1.130.434.782.600.000,0.542360000000000,0.348313,279.865.426.000.000.000,19.189.734.000.000.000,0.614027000000000,0.513636,284.283.779.000.000.000,28.708.312.000.000.000,1,A,B,C,C,C,C,B,B,B,A,A,B,B,D,D,B,B,B,G,B,B,B,G,A,A,A,A,A,A,A,B,B,B,C,B,A,C,C,C,C,C,B,A,A,B,A,A,B,B,A,B,A,A,A,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604387,1,9,17847759,1,1,10,3,5,DADDBDDDDBACA,CAAABDCACBBCB,CADDCABADCCBC,ABADCCBDCADCC,1,1,270915231,1.222.222.222.200.000,1.222.222.222.200.000,0.895619000000000,0.33086,299.327.652.000.000.000,18.228.190.000.000.000,0.887115000000000,0.366559,299.547.303.000.000.000,20.487.836.000.000.000,1,A,C,B,C,C,B,B,B,B,A,B,A,B,C,E,D,B,A,D,A,A,B,G,A,A,A,A,A,A,A,A,B,B,B,B,B,C,B,C,C,B,B,B,E,B,?,A,A,A,A,B,A,A,B,A,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044329.744903,3,2,604405.378503,2,9,17848211.786163,1,0.896668,5.147345,4.572921,4.082951,DCDDBCDDDBACA,BADDAACDBBDDB,CAADBCBCDDDAA,ABCCDDACCAADB,0.477684,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,1.872.995.000.000.000,?,353.174.583.000.000.000,27.928.919.000.000.000,1.910.566.000.000.000,?,356.750.362.000.000.000,22.922.226.000.000.000,0.756234,B,A,F,B,C,C,C,B,B,B,B,B,A,C,E,F,A,A,C,A,A,A,B,A,B,B,A,A,A,A,B,C,C,B,C,C,C,B,B,C,C,B,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,5.524951,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847705.758495,1,1,7.394065,2.387861,3.896545,BDDDAADDBBDDB,CAAABDCACBCDD,AAACADACCACCD,CBBDBACCCDBDA,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.794154000000000,0.421456,293.737.604.000.000.000,20.974.870.000.000.000,0.435421000000000,0.417039,274.301.074.000.000.000,20.780.823.000.000.000,1,B,B,F,B,C,A,B,B,A,A,A,A,A,B,C,F,A,A,B,A,A,A,B,A,A,B,A,A,A,A,B,C,B,B,C,C,A,C,B,C,C,B,B,B,B,A,A,A,A,A,B,A,A,A,A,B,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848715.420893,1,1,17.954895,5.179467,3.817072,BADDBADDBBDBB,AADAABDDAAAAA,CBDCDAACBCADC,CCBDABCAABDDC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.215658000000000,0.333633,261.866.314.000.000.000,19.033.820.000.000.000,0.975691000000000,0.45531,304.498.022.000.000.000,20.985.501.000.000.000,1,B,B,E,B,B,B,B,B,A,A,B,A,A,C,D,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,B,B,B,B,B,B,C,A,B,C,B,A,E,B,B,A,A,A,A,A,A,A,A,A,A,A,A,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848720.168925,1,1,19.660862,6.832085,1.897004,ADABACBBBBADA,BBAADCCADCADA,BBACACAADCBCA,BDCBBDAABCCCC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.672585000000000,0.318824,287.039.959.000.000.000,19.880.550.000.000.000,0.999165000000000,0.499301,305.810.039.000.000.000,22.106.198.000.000.000,1,B,B,B,B,C,B,B,B,B,B,B,A,A,C,D,E,A,A,B,A,A,A,C,A,B,A,A,A,A,A,A,B,B,B,B,B,C,A,B,C,B,A,D,A,B,A,A,A,A,A,A,A,A,A,A,A,C,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604386,1,9,17847723,1,1,9,2,4,BCDABDCADBDCA,BACDDCDCBCAAD,ADDBBCAAAACDA,DABABBBCCABAA,1,1,270915231,1.088.235.294.100.000,1.088.235.294.100.000,-0.636563000000000,0.372464,214.914.594.000.000.000,20.520.294.000.000.000,0.085097000000000,0.449104,254.720.650.000.000.000,25.101.468.000.000.000,1,B,C,H,C,C,B,A,B,B,A,B,A,B,B,D,E,A,A,E,A,A,A,G,A,A,A,A,A,A,A,B,C,C,B,B,A,B,A,B,C,B,A,D,B,B,B,A,A,A,A,B,B,A,A,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604395,1,9,17848054,1,1,3,3,4,BCCABCDCBBCBA,BBCDAADDBAAAA,CCCDBABACBAAA,AABCDBBCABABA,1,1,270915231,1.346.153.846.200.000,1.346.153.846.200.000,-0.217862000000000,0.369551,237.982.240.000.000.000,20.359.807.000.000.000,-0.223464000000000,0.445992,237.474.458.000.000.000,24.927.531.000.000.000,1,?,B,K,E,B,B,B,B,B,A,B,B,A,B,C,C,A,A,E,A,A,A,B,B,B,A,A,A,A,A,A,A,A,B,B,A,B,A,A,C,A,B,C,D,B,A,C,B,A,A,A,A,A,B,A,A,C,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604396,2,9,17848074,1,1,2,2,3,ACDCBCCBDBBDB,BAABCBBBCC.CA,BBDCACCABBCBB,CBBDCCACABCBA,1,1,270915231,1.260.869.565.200.000,1.260.869.565.200.000,-1.541.237.000.000.000,0.480085,165.073.061.000.000.000,26.449.497.000.000.000,-0.845337000000000,0.648011,202.716.528.000.000.000,36.218.843.000.000.000,1,B,C,A,C,A,A,A,B,A,A,A,A,A,B,C,D,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,?,B,?,?,?,?,?,B,C,C,C,B,B,B,B,A,B,A,A,?,A,B,?,A,B,A,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604391,1,9,17847897,1,1,5,5,6,CADABDDABCCDB,BCABADBBBBBCC,BBABBCCCBACBB,BCCCBDBDCCDCB,1,1,270915231,1.166.666.666.700.000,1.166.666.666.700.000,-0.244045000000000,0.430475,236.539.730.000.000.000,23.716.315.000.000.000,-0.885485000000000,0.748856,200.472.563.000.000.000,41.855.305.000.000.000,1,A,C,I,D,C,B,D,B,A,A,C,B,B,B,D,C,A,A,E,A,A,B,F,?,?,A,A,A,A,A,A,C,B,B,B,A,C,A,B,B,C,A,D,B,B,C,A,B,A,A,A,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847696.506926,1,1,9.994244,2.814847,4.628531,CAAACDCACCDAA,ABDDAADDABADA,CAADACBDCCADA,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.631610000000000,0.376876,284.782.509.000.000.000,17.303.448.000.000.000,2.187.867.000.000.000,0.411557,372.249.361.000.000.000,17.960.273.000.000.000,1,B,B,F,B,B,B,B,B,A,A,A,B,A,B,C,E,A,A,G,A,A,A,G,A,B,A,A,A,A,A,B,C,B,B,B,A,B,A,B,C,C,B,D,A,B,A,A,A,A,A,A,A,A,A,A,C,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848723.098026,1,1,16.252462,4.618252,6.268379,BBADDDCDDABDA,CABAABCCCACDB,BDCABAAABCCAC,ABADACBDDDBCC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.254180000000000,0.410372,263.988.621.000.000.000,20.608.829.000.000.000,0.664930000000000,0.490315,287.128.867.000.000.000,24.670.147.000.000.000,1,A,B,A,B,B,B,B,B,A,A,A,A,A,C,C,E,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,B,B,B,B,A,C,A,B,C,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604394,1,9,17847997,1,1,1,1,2,CCBACADDACBAC,BDACCAADDCCDB,CCBDCBDDBBDDB,CDCCAAABCBBDC,1,1,270915231,1.032.258.064.500.000,1.032.258.064.500.000,-0.901261000000000,0.424088,200.331.491.000.000.000,23.364.434.000.000.000,-0.359940000000000,0.511329,229.846.496.000.000.000,28.579.368.000.000.000,1,B,B,D,C,B,B,C,B,B,A,A,B,B,B,D,F,A,A,F,A,A,C,G,A,A,A,A,A,A,A,A,?,?,B,?,?,?,?,B,C,B,B,D,D,B,B,A,B,A,A,A,A,A,A,A,B,A,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044327,3,1,604409,2,9,17848501,1,1,17,3,6,BCBCBCDDBBACB,BACDDCBBACCBC,AABCAACDDACAA,CAAADDAACDDDB,1,1,270915231,1.184.210.526.300.000,1.184.210.526.300.000,-0.392238000000000,0.369483,228.375.280.000.000.000,20.356.061.000.000.000,-0.775573000000000,0.630739,206.615.801.000.000.000,35.253.471.000.000.000,1,B,C,L,C,B,B,A,B,A,A,A,A,A,B,E,E,A,A,A,B,A,B,A,A,A,B,A,A,A,A,A,A,B,C,A,B,C,B,B,B,A,B,D,B,B,C,A,C,A,A,B,A,B,B,B,B,D,4.4,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848727,1,1,9,2,4,CCADDDCADBADA,BADDADDDBADDB,DDACADAACBADD,DBBDCBDBDABBC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.379081000000000,0.396669,270.869.837.000.000.000,21.853.829.000.000.000,-1.004.803.000.000.000,0.51551,193.803.602.000.000.000,28.813.054.000.000.000,1,A,B,G,B,B,B,A,B,A,A,B,A,A,B,C,E,A,A,B,A,B,A,B,A,A,B,A,A,A,A,A,C,A,A,B,A,B,A,C,C,B,A,C,B,B,B,A,A,A,A,A,A,B,A,A,B,C,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847693.750792,1,1,17.630168,4.735354,7,BADDAADDBBDDB,ABDDAADDABADA,ABCCDDACCCADC,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.631610000000000,0.333474,284.782.509.000.000.000,17.303.448.000.000.000,2.187.867.000.000.000,0.332537,372.249.361.000.000.000,17.960.273.000.000.000,1,B,B,H,C,B,B,B,B,A,A,B,B,A,B,D,E,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,B,B,A,C,C,C,B,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848727.587519,1,1,5.404613,4.611207,4.131413,BCBDADACDBDBD,DDDACCADDDCCA,BDADBBDCBABAA,DABDBCCAACDBA,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,-1.080.445.000.000.000,0.419927,190.459.642.000.000.000,20.861.598.000.000.000,-1.055.576.000.000.000,0.638049,190.965.781.000.000.000,37.614.307.000.000.000,1,B,B,F,B,B,B,B,B,B,A,B,A,A,C,E,F,A,A,B,A,A,A,B,A,B,A,A,A,A,A,B,B,A,B,C,A,B,A,B,C,C,B,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848731.178179,1,1,6.023037,6.272685,1.68949,BADCAACDBBDBB,CADACDBACCDCC,DBBCDDACCCBDB,CCADACBDCBDDC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.729543000000000,0.427966,290.177.967.000.000.000,21.283.007.000.000.000,2.124.038.000.000.000,0.550569,368.681.809.000.000.000,21.178.050.000.000.000,0.277405,B,A,F,B,B,C,B,B,B,A,B,A,A,C,E,F,A,A,C,A,A,A,B,A,B,B,A,A,A,A,B,C,A,B,C,A,C,A,B,C,C,B,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604397,2,9,17848128,1,0,1,1,2,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044340.396572,3,2,604403.888867,2,9,17848455.299091,1,0.369451,14.629319,5,3.295266,DCDDBCDDDBACA,BADDAACDBBDDB,CAADBCBCDDDAA,ABCCDDACCAADB,0.721855,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,1.872.995.000.000.000,?,353.174.583.000.000.000,27.928.919.000.000.000,1.910.566.000.000.000,?,356.750.362.000.000.000,22.922.226.000.000.000,0.702029,B,A,F,B,C,C,C,B,B,B,B,B,A,C,E,F,A,A,C,A,A,A,B,A,B,B,A,A,A,A,B,C,C,B,C,C,C,B,B,C,C,B,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,5.155837,'ACIMA DA MEDIA'
